62,0,6,0.000000
63,0,6,0.000000
66,0,4,0.000000
69,0,8,0.000000
71,0,4,0.000000
75,0,4,0.000000
75,0,4,0.000000
78,0,4,0.000000
80,0,4,0.000000
83,0,2,0.000000
86,0,4,0.000000
89,0,5,0.000000
3,0,3,0.000000
5,0,3,0.000000
8,0,3,0.000000
12,0,3,0.000000
14,0,8,0.000000
17,0,2,0.000000
20,0,2,0.000000
26,0,1,0.000000
29,0,2,0.000000
